"carat","cut","color","clarity","depth","table","price","x","y","z"
0.74,"Premium","D","SI1",60.6,60,2655,5.88,5.84,3.55
0.56,"Ideal","H","VVS1",60,56,1929,5.37,5.4,3.23
0.5,"Ideal","D","VVS2",60.4,54,2211,5.23,5.17,3.14
0.31,"Ideal","H","VS1",62,54,698,4.39,4.35,2.71
0.3,"Ideal","E","SI1",61.6,57,675,4.32,4.29,2.65
0.43,"Ideal","H","VVS1",62.3,54,1094,4.84,4.85,3.02
1.37,"Ideal","G","VVS1",62.6,55,12455,7.12,7.07,4.44
1.22,"Ideal","I","SI1",62.6,57,5807,6.8,6.77,4.25
0.3,"Very Good","F","SI1",62.8,56,500,4.24,4.26,2.67
0.41,"Very Good","D","SI1",63,59,838,4.73,4.76,2.99
0.7,"Very Good","G","VS1",61.6,57,3127,5.69,5.73,3.52
0.37,"Ideal","J","SI1",62.2,53,451,4.63,4.67,2.89
0.33,"Ideal","F","VS2",62.3,56,666,4.41,4.45,2.76
1.05,"Very Good","E","SI1",59.7,57,6224,6.63,6.71,3.98
0.32,"Ideal","H","VS1",61.8,55,561,4.41,4.42,2.73
0.68,"Premium","G","VS1",58.6,59,2326,5.8,5.77,3.39
0.91,"Premium","F","SI2",60.8,59,3845,6.28,6.25,3.81
0.77,"Fair","D","SI2",65.1,63,1651,5.71,5.65,3.7
0.7,"Fair","D","SI2",65.6,55,2167,5.59,5.5,3.64
0.42,"Ideal","I","VS1",61.5,56,771,4.83,4.86,2.98
0.56,"Very Good","E","SI1",62.8,57.6,1659,5.26,5.31,3.32
0.4,"Ideal","D","SI1",60.8,57,990,4.81,4.77,2.91
1.51,"Premium","E","SI1",62.4,59,12319,7.33,7.29,4.56
0.56,"Ideal","E","VVS1",62.1,56,2750,5.28,5.29,3.28
0.38,"Very Good","I","VS1",60.1,60,606,4.66,4.72,2.82
0.75,"Premium","I","SI1",62,60,2273,5.8,5.75,3.57
0.7,"Ideal","J","SI2",61.6,57,2047,5.73,5.69,3.52
0.26,"Premium","H","VS1",62.3,59,491,4.1,4.06,2.54
0.31,"Premium","G","SI2",60.3,59,523,4.37,4.35,2.63
0.3,"Premium","D","VS2",62,62,851,4.27,4.24,2.64
0.64,"Very Good","D","SI1",62.3,58,1969,5.49,5.53,3.43
0.94,"Fair","H","SI2",66,50.1,3353,6.13,6.17,4.06
0.31,"Premium","G","SI1",60.7,60,593,4.36,4.34,2.64
0.52,"Ideal","G","VVS2",62.4,55,1911,5.17,5.19,3.23
0.3,"Premium","G","VVS2",61.2,58,684,4.32,4.34,2.65
0.7,"Good","D","VS2",63.9,58,3087,5.58,5.62,3.58
1,"Premium","F","VS2",62.5,54,6154,6.33,6.3,3.95
0.24,"Very Good","F","VS2",59.6,58,419,4.08,4.11,2.44
0.57,"Ideal","E","VS2",62.2,55,1698,5.3,5.34,3.31
0.71,"Very Good","D","VS2",60.3,62,3131,5.69,5.76,3.45
1.07,"Premium","F","SI2",61.7,58,4446,6.58,6.55,4.05
0.9,"Premium","H","SI2",61.1,58,2732,6.21,6.13,3.77
0.31,"Ideal","I","VVS1",61.6,55,557,4.36,4.41,2.7
1.28,"Premium","J","SI2",62.3,58,4636,6.94,6.89,4.31
1.5,"Premium","E","SI2",60.1,60,9450,7.42,7.35,4.44
0.59,"Ideal","E","SI1",62.4,55,1789,5.39,5.34,3.35
0.32,"Ideal","D","SI1",60.9,56,589,4.4,4.43,2.69
1.02,"Good","F","SI1",63.3,58,4948,6.35,6.39,4.03
0.34,"Good","G","VVS2",58,61,826,4.56,4.58,2.65
0.51,"Ideal","H","SI1",62.1,54,1161,5.13,5.15,3.19
0.9,"Premium","H","VS1",62.4,58,4309,6.15,6.19,3.85
0.52,"Very Good","F","SI2",62.3,60,1057,5.1,5.13,3.19
0.34,"Ideal","G","VS2",62,55,765,4.48,4.46,2.77
0.53,"Premium","H","SI1",60.9,60,1193,5.26,5.19,3.18
1.66,"Premium","D","SI1",62,59,14354,7.6,7.55,4.7
0.26,"Ideal","H","VVS2",61.8,55.7,478,4.08,4.1,2.53
0.5,"Good","H","SI1",64.5,58,1017,4.97,4.99,3.21
0.71,"Good","H","VVS2",63,59,2517,5.64,5.67,3.56
1.06,"Premium","F","SI1",62.4,58,4774,6.51,6.56,4.07
0.42,"Ideal","F","VVS2",61.6,55,1069,4.84,4.87,2.99
0.4,"Ideal","D","VS2",61.6,55,1226,4.75,4.79,2.94
0.31,"Ideal","E","VS2",62,55,680,4.34,4.37,2.7
0.31,"Premium","H","SI1",58.7,60,558,4.47,4.43,2.61
1.12,"Ideal","J","SI1",62.4,57,4840,6.65,6.6,4.14
1.03,"Very Good","H","SI1",60.8,60,4836,6.47,6.5,3.94
0.35,"Ideal","E","VS2",61.7,56,767,4.52,4.56,2.8
0.41,"Good","F","SI1",63.9,56,755,4.68,4.74,3.01
0.33,"Ideal","G","VS2",61.2,55,579,4.46,4.49,2.74
0.33,"Ideal","G","VVS2",62.7,55,752,4.41,4.46,2.78
0.56,"Ideal","G","VVS2",62,54,1949,5.28,5.32,3.29
0.3,"Ideal","E","VS2",62,55,844,4.31,4.27,2.66
0.3,"Ideal","D","VS2",61.8,55,710,4.3,4.34,2.67
0.5,"Fair","F","SI1",65.1,59,994,5.01,4.92,3.23
0.73,"Ideal","F","SI2",60.5,59,2255,5.83,5.88,3.54
0.44,"Ideal","E","VVS1",61.4,55,1868,4.92,4.95,3.03
0.74,"Premium","D","VS2",62.4,57,2855,5.8,5.74,3.6
0.3,"Premium","E","VS2",61.6,58,844,4.33,4.31,2.66
0.78,"Very Good","F","VS2",62.2,58,3429,5.86,5.9,3.66
0.35,"Premium","D","SI2",60.8,58,522,4.51,4.57,2.76
1.06,"Premium","H","SI2",62.6,58,4031,6.52,6.46,4.06
1.16,"Ideal","H","SI1",62.2,55,5554,6.79,6.74,4.21
1.02,"Fair","I","SI2",66.2,57,3290,6.34,6.26,4.17
0.7,"Very Good","H","SI1",62,60,2048,5.65,5.7,3.52
0.72,"Very Good","E","SI1",63.1,60,2608,5.65,5.7,3.58
1.31,"Premium","H","SI2",61.4,60,6236,7.04,7,4.31
0.4,"Premium","E","SI1",61.3,59,945,4.74,4.69,2.89
1.1,"Premium","G","SI1",59.6,60,4712,6.74,6.7,4
0.71,"Ideal","H","IF",62.2,57,3234,5.7,5.74,3.56
0.3,"Good","H","SI1",63.7,57,432,4.26,4.28,2.72
0.32,"Very Good","G","SI1",61,61,477,4.38,4.41,2.68
0.53,"Ideal","H","SI2",61.6,56,1054,5.16,5.19,3.19
0.78,"Ideal","F","VS2",60.4,58,3531,6,5.95,3.61
1,"Very Good","G","VVS2",62.1,59,7242,6.34,6.45,3.97
1.73,"Very Good","I","VS1",62.2,59,12559,7.62,7.65,4.75
1,"Very Good","D","VVS2",61.3,58,9487,6.37,6.42,3.92
1.6,"Ideal","F","SI2",61.7,56,10662,7.53,7.5,4.64
1,"Ideal","F","VS2",62.1,57,5929,6.34,6.38,3.95
0.71,"Ideal","D","VS2",61.2,57,4029,5.72,5.76,3.51
0.32,"Good","D","SI1",63.8,56,756,4.35,4.33,2.77
0.52,"Ideal","H","VVS1",60.4,57,1778,5.2,5.23,3.15
0.25,"Very Good","E","VVS1",59.7,58,575,4.13,4.14,2.47
1.21,"Very Good","H","SI1",63.5,58,4944,6.73,6.63,4.24
1.07,"Ideal","H","SI2",59.2,57,4434,6.7,6.64,3.95
0.38,"Premium","G","SI1",60,60,666,4.65,4.72,2.81
0.57,"Premium","F","VS2",60.3,58,1847,5.44,5.4,3.27
1.35,"Premium","G","VS2",62.8,59,9471,7.04,7.01,4.41
0.3,"Good","G","VVS2",63.8,57,878,4.26,4.24,2.71
0.52,"Ideal","E","VS2",62.2,54,1825,5.13,5.16,3.2
0.34,"Ideal","E","SI1",61.4,55,765,4.54,4.48,2.77
0.39,"Very Good","G","SI2",62.7,54,581,4.64,4.71,2.93
1.21,"Ideal","H","SI1",62.2,54,6876,6.8,6.86,4.25
1,"Very Good","G","VVS2",63,56,7177,6.37,6.4,4.02
1.32,"Premium","F","VS2",62.2,58,10814,7.03,6.95,4.35
0.7,"Good","E","VS2",64.1,59,2777,5.64,5.59,3.6
0.4,"Ideal","H","VS1",61.2,55,792,4.75,4.79,2.92
0.53,"Ideal","H","VVS1",61.1,57,2154,5.22,5.25,3.2
0.71,"Very Good","H","SI2",61.8,58,2141,5.67,5.73,3.52
1.16,"Premium","H","VS2",62.3,56,6202,6.77,6.68,4.19
0.42,"Ideal","G","VVS1",61.7,55,1235,4.84,4.78,2.97
0.46,"Ideal","G","VVS1",62,54,1412,4.97,5,3.09
0.26,"Very Good","F","VS1",61.9,57,499,4.11,4.14,2.55
0.35,"Ideal","I","VS2",61.7,57,630,4.56,4.52,2.8
1.02,"Ideal","F","VS2",62.8,57,7037,6.41,6.36,4.01
1.07,"Ideal","G","SI2",60.8,57,3595,6.62,6.6,4.02
1.51,"Very Good","F","SI1",62.6,57,12141,7.25,7.31,4.56
0.31,"Ideal","F","IF",61.1,54,921,4.39,4.42,2.69
0.43,"Premium","G","VS1",62.2,59,1008,4.84,4.81,3
1.4,"Very Good","G","VS2",62.2,61,10378,7.09,7.13,4.42
1.01,"Very Good","G","VS2",63.1,59,6108,6.4,6.37,4.03
2.16,"Premium","I","SI1",62.9,55,17313,8.28,8.2,5.18
1.22,"Ideal","H","SI2",62.3,57,6398,6.84,6.89,4.28
2.16,"Very Good","F","SI2",62.4,59,18678,8.28,8.33,5.18
0.32,"Very Good","F","VS2",60.8,58,645,4.41,4.44,2.69
0.24,"Very Good","E","VVS1",63.4,57,478,3.91,3.95,2.49
0.53,"Ideal","H","VS2",61.5,56,1427,5.21,5.26,3.22
0.38,"Premium","F","VVS1",59.2,58,1257,4.8,4.76,2.83
0.78,"Very Good","J","SI1",59.4,62,2035,6.01,6.05,3.58
0.32,"Ideal","I","VVS1",61.4,56,575,4.42,4.44,2.72
0.75,"Ideal","F","SI2",62.1,55,2586,5.83,5.87,3.63
1.52,"Ideal","G","VS2",61.1,57,12840,7.39,7.45,4.53
1.5,"Premium","D","VS2",60.2,59,15052,7.48,7.36,4.47
0.54,"Premium","F","SI2",60,60,1240,5.27,5.22,3.24
1.28,"Ideal","I","VS1",61.3,57,7025,7.02,6.98,4.29
0.38,"Ideal","F","VS2",61.9,55,969,4.69,4.63,2.89
0.52,"Premium","G","SI2",58.4,62,1076,5.33,5.28,3.1
1.7,"Very Good","F","VS2",60.8,60,17597,7.65,7.68,4.66
1.5,"Premium","G","SI2",60.7,61,8736,7.36,7.33,4.46
0.3,"Premium","D","SI2",62.4,59,574,4.28,4.25,2.66
0.25,"Ideal","G","VVS1",62.6,56,582,4.01,4.05,2.52
1.16,"Premium","H","SI2",62.6,57,4979,6.75,6.67,4.2
1.51,"Good","F","VS2",62,59,13819,7.18,7.37,4.51
2.63,"Very Good","J","I1",62.3,61,10437,8.76,8.81,5.47
0.35,"Very Good","H","VVS2",63,55,706,4.48,4.5,2.83
1,"Premium","J","VS2",60.7,61,3685,6.5,6.41,3.92
0.59,"Ideal","D","VS1",62,56,2319,5.35,5.39,3.33
0.31,"Very Good","G","VVS2",63.3,57,907,4.31,4.28,2.72
1.2,"Ideal","G","VVS2",62.3,54,10812,6.82,6.86,4.26
0.5,"Good","E","SI2",63.3,56,1077,5.05,5.09,3.21
0.36,"Very Good","E","SI1",61.3,56,631,4.58,4.62,2.82
1.01,"Good","E","SI1",63.6,60,5226,6.38,6.32,4.04
0.39,"Premium","G","VS1",62.4,57,1097,4.68,4.62,2.9
0.39,"Premium","F","VS2",58.4,62,1053,4.79,4.76,2.79
1.04,"Ideal","H","SI2",61.7,55,4557,6.49,6.53,4.02
1.01,"Very Good","F","SI2",62.2,58,4332,6.33,6.38,3.95
1.14,"Good","G","I1",63.7,56,2327,6.63,6.55,4.2
0.35,"Premium","D","SI2",60.8,58,669,4.57,4.51,2.76
1,"Fair","F","SI1",61.3,62,5040,6.45,6.37,3.93
0.42,"Ideal","D","VVS2",62.5,57,1326,4.77,4.8,2.99
0.26,"Very Good","E","VVS2",59.9,58,554,4.15,4.23,2.51
0.35,"Ideal","E","VS2",61.6,57,744,4.53,4.56,2.8
0.59,"Very Good","F","SI2",58.6,59,1247,5.53,5.57,3.25
1,"Good","I","VS2",61.7,60.2,4761,6.29,6.35,3.9
0.46,"Ideal","D","VS2",62.4,56,1298,4.98,4.95,3.1
0.35,"Ideal","E","VS2",62.5,55,984,4.52,4.5,2.82
0.52,"Ideal","H","VS2",62.2,56.4,1391,5.09,5.16,3.19
0.53,"Very Good","E","VS2",61.4,55,1607,5.21,5.24,3.21
0.78,"Ideal","G","VS1",61.6,55,3736,5.91,5.94,3.65
1.57,"Very Good","I","VS2",60.2,58,9443,7.51,7.57,4.54
0.27,"Premium","D","VS2",62,57,603,4.15,4.11,2.56
0.3,"Very Good","D","SI2",61.2,60,447,4.28,4.31,2.63
1.02,"Ideal","E","VVS2",61.5,57,10384,6.55,6.5,4.01
0.3,"Ideal","F","VVS1",62.5,55,814,4.26,4.29,2.67
0.56,"Very Good","E","VS2",61.4,61,1819,5.28,5.31,3.25
0.79,"Ideal","E","VS2",59.3,57,3377,6.02,6.06,3.58
0.51,"Very Good","E","SI1",62.8,56,1438,5.07,5.15,3.21
0.4,"Ideal","F","VS1",61.8,55,971,4.76,4.78,2.95
0.41,"Ideal","D","VS1",61,57,1151,4.78,4.82,2.93
0.31,"Ideal","E","VS2",61.7,57,627,4.35,4.37,2.69
0.32,"Ideal","G","IF",62.9,55,1020,4.41,4.37,2.76
0.7,"Very Good","F","VVS1",63,60,3261,5.59,5.62,3.53
0.91,"Fair","D","VS2",64.5,55,4765,6.24,6.07,3.97
1.3,"Ideal","G","VS1",62,55,10221,7.02,6.98,4.34
0.7,"Very Good","E","SI2",61.5,60,2263,5.65,5.7,3.49
1.01,"Good","J","VS1",60.4,64,4129,6.48,6.44,3.9
1.64,"Premium","J","VS1",60.6,59,9836,7.67,7.61,4.63
0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
1.21,"Very Good","F","VS2",60.1,58,10283,6.85,6.92,4.14
1.56,"Premium","G","SI1",58.8,57,10766,7.68,7.62,4.5
1.53,"Premium","G","VVS2",62.5,60,15505,7.34,7.31,4.58
1.21,"Good","F","SI2",63.7,64,4669,6.73,6.63,4.25
0.33,"Premium","G","VS1",61.6,60,666,4.41,4.46,2.73
0.32,"Ideal","D","VVS2",61.3,55.8,1048,4.43,4.44,2.71
1.56,"Very Good","I","SI1",60.2,61,8470,7.5,7.59,4.54
0.36,"Very Good","I","SI1",63.1,57,624,4.55,4.51,2.86
0.54,"Ideal","G","VS1",62.3,55,1754,5.2,5.24,3.25
1,"Ideal","G","VS1",62.9,57,6290,6.36,6.32,3.99
1.06,"Premium","H","SI1",61.6,59,4872,6.55,6.54,4.03
0.39,"Ideal","F","VS1",62.3,57,1024,4.69,4.65,2.91
1.07,"Very Good","G","SI1",60.5,62,4861,6.6,6.69,4.02
0.8,"Ideal","G","VS2",62.2,56,2834,5.94,5.87,3.67
0.44,"Ideal","G","VVS2",61.8,56,1081,4.9,4.94,3.04
0.9,"Very Good","E","SI2",63.4,56,3187,6.15,5.99,3.85
0.31,"Ideal","H","VVS2",62.4,57,625,4.32,4.36,2.71
0.34,"Very Good","F","VVS1",61,56,939,4.52,4.53,2.76
0.63,"Very Good","H","VVS1",62,57,2127,5.47,5.5,3.4
0.32,"Ideal","D","SI1",62,55,589,4.37,4.47,2.74
1.02,"Very Good","H","SI1",62.6,59,4604,6.38,6.43,4.01
1.12,"Good","H","SI1",59.8,61,5094,6.72,6.85,4.06
0.79,"Good","F","SI1",58.1,59,2756,6.06,6.13,3.54
0.36,"Very Good","F","SI1",60.7,54,641,4.64,4.67,2.83
0.32,"Ideal","F","VS2",62.6,55,645,4.38,4.41,2.75
0.4,"Ideal","F","VVS1",61.5,56,1128,4.73,4.77,2.92
1.51,"Premium","E","SI2",63,55,9302,7.34,7.3,4.61
1.62,"Very Good","H","SI1",63.1,56,10567,7.38,7.51,4.7
0.33,"Very Good","H","VS1",60.2,62,579,4.44,4.47,2.68
0.32,"Ideal","E","VVS1",61.9,55,954,4.38,4.41,2.72
1.08,"Good","J","SI2",63.2,59,3742,6.4,6.57,4.1
1.25,"Premium","G","VS1",61.8,58,9009,6.91,6.94,4.28
1.2,"Very Good","H","VS2",62.5,59,6870,6.76,6.72,4.21
0.51,"Ideal","D","SI2",62.5,55,1264,5.12,5.15,3.21
1.54,"Good","J","I1",61.7,60,4492,7.26,7.32,4.5
0.57,"Ideal","D","SI1",62.4,56,1754,5.29,5.32,3.31
1.21,"Very Good","D","SI2",62.4,58,6248,6.77,6.83,4.24
0.3,"Very Good","G","VVS1",62.8,55,635,4.28,4.31,2.7
0.3,"Ideal","F","VVS1",62.2,57,814,4.28,4.31,2.67
0.42,"Ideal","F","VVS2",61.3,57,1221,4.82,4.8,2.95
1.54,"Fair","I","SI2",64.6,56,7727,7.3,7.26,4.7
0.73,"Very Good","E","SI2",62.1,58,2395,5.75,5.81,3.59
0.31,"Very Good","G","VS2",63,54,544,4.33,4.37,2.74
0.31,"Ideal","D","VVS2",61.1,56,1034,4.38,4.39,2.68
0.31,"Ideal","H","IF",60.8,56,1081,4.42,4.4,2.68
0.25,"Very Good","F","IF",61.1,54,633,4.08,4.11,2.5
0.71,"Premium","G","SI2",60.8,59,2913,5.7,5.74,3.48
1.5,"Very Good","D","SI1",62,63,11933,7.27,7.31,4.52
0.41,"Ideal","F","VS2",61.8,57,1107,4.79,4.75,2.95
0.59,"Very Good","H","VVS2",61.1,57,1771,5.39,5.48,3.32
0.32,"Ideal","E","VS2",62.1,55,702,4.39,4.43,2.74
0.82,"Ideal","E","SI1",61.8,55,3588,5.97,6.01,3.7
0.95,"Premium","G","SI2",59.8,60,3181,6.36,6.34,3.8
0.34,"Ideal","G","IF",60.1,57,1014,4.54,4.58,2.74
0.8,"Very Good","H","VS2",59.1,59,2953,6.02,6.07,3.57
0.5,"Good","E","SI1",62.5,59,1293,5.04,5.07,3.16
0.25,"Very Good","E","VVS2",61.9,59,575,3.99,4.02,2.48
1,"Good","G","VVS2",60.9,56,7492,6.49,6.52,3.96
0.73,"Very Good","I","VVS2",62.3,58,2565,5.75,5.78,3.59
1.01,"Very Good","H","SI1",63.5,57,4659,6.31,6.35,4.02
1.03,"Very Good","F","VS2",62.3,59,6153,6.39,6.45,4
1.01,"Very Good","F","VS1",63.7,56,7001,6.27,6.33,4.01
0.33,"Ideal","F","VS1",61.6,55,738,4.46,4.47,2.76
1,"Premium","H","SI1",62.7,59,4788,6.37,6.3,3.97
1.02,"Very Good","F","VS2",63.3,59,6597,6.4,6.37,4.04
0.38,"Ideal","G","VVS1",62.1,56,973,4.61,4.64,2.87
0.53,"Very Good","E","VS2",60.1,59,1852,5.24,5.27,3.16
0.41,"Ideal","D","SI1",62.3,55,1015,4.79,4.77,2.98
0.32,"Very Good","G","VVS2",61.5,54,672,4.4,4.42,2.71
0.51,"Ideal","E","VS2",61,57,1662,5.21,5.12,3.15
0.4,"Very Good","F","IF",61.1,57,1217,4.73,4.77,2.9
0.41,"Ideal","D","VS1",62.6,55,1019,4.75,4.77,2.98
1.01,"Ideal","F","SI2",60.4,59,5020,6.48,6.51,3.92
1.25,"Premium","H","VS1",59.3,57,7560,7.11,7.05,4.2
1.24,"Good","G","SI2",63.7,60,4861,6.77,6.7,4.3
0.64,"Premium","E","SI1",61.2,62,1682,5.56,5.52,3.39
1.32,"Good","I","VS1",59.2,58,7143,7.14,7.18,4.24
0.51,"Premium","D","SI2",62,58,1359,5.12,5.08,3.16
2.01,"Premium","I","VS2",60.3,58,17826,8.22,8.16,4.94
0.24,"Very Good","E","VVS1",63.7,57,552,3.92,3.93,2.5
0.3,"Very Good","I","VS2",60.7,56,407,4.32,4.34,2.63
2.01,"Fair","J","VS2",64.9,60,13744,7.82,7.78,5.06
1.13,"Ideal","D","SI1",61.4,56,7066,6.69,6.74,4.12
0.36,"Very Good","E","SI1",60.8,59,631,4.56,4.59,2.78
0.7,"Very Good","H","SI1",61.5,57,2107,5.64,5.68,3.48
0.78,"Very Good","F","SI1",62.4,55,3267,5.85,5.89,3.66
1.72,"Very Good","G","SI2",62.4,59,10697,7.63,7.67,4.77
0.7,"Premium","F","SI2",62.6,58,2075,5.64,5.6,3.52
0.94,"Premium","E","SI2",62.4,58,4027,6.33,6.26,3.93
0.3,"Ideal","D","VS2",62.5,57,710,4.25,4.29,2.67
0.85,"Fair","H","I1",66.9,54,1250,5.98,5.75,3.94
0.32,"Very Good","D","SI1",63.5,55,756,4.35,4.31,2.75
0.72,"Ideal","F","VS1",62.4,56,3084,5.76,5.72,3.58
2.1,"Ideal","I","SI2",61.9,56,15511,8.2,8.22,5.08
0.3,"Ideal","G","IF",62.2,55,844,4.3,4.32,2.68
0.5,"Premium","F","VS1",61.3,59,1838,5.15,5.09,3.14
0.44,"Premium","G","SI1",61.9,59,990,4.87,4.82,3
1.02,"Very Good","E","SI1",60.5,63,4901,6.54,6.48,3.94
0.5,"Ideal","E","SI1",62.3,56,1410,5.06,5.12,3.17
0.9,"Very Good","D","VS1",62.2,58,6208,6.14,6.18,3.83
0.31,"Very Good","D","SI1",60,61,571,4.41,4.43,2.65
0.73,"Ideal","F","VVS1",61.1,56,4171,5.83,5.86,3.57
0.31,"Very Good","G","VS1",62.9,57,625,4.3,4.32,2.71
0.86,"Ideal","I","VS2",62.1,57,3121,6.1,6.07,3.78
0.31,"Ideal","H","VS2",62.2,55,489,4.35,4.37,2.71
0.32,"Ideal","G","VVS1",61.2,55,814,4.41,4.44,2.71
1.17,"Fair","I","SI2",59.2,68,3833,6.91,6.84,4.07
0.54,"Good","F","VS1",63.7,55,2090,5.16,5.11,3.27
0.71,"Premium","F","SI1",60.7,54,2809,5.84,5.8,3.53
1.07,"Premium","H","VS2",62.4,59,5498,6.53,6.46,4.05
1.08,"Premium","G","SI2",60.3,58,4442,6.72,6.65,4.03
1.23,"Ideal","H","VS2",59,57,6406,7.05,6.99,4.14
0.3,"Premium","G","VS2",59.3,59,630,4.42,4.38,2.61
1.23,"Ideal","D","SI1",60.9,54,6557,7.01,6.96,4.25
0.76,"Ideal","G","VS2",61.7,55,3114,5.86,5.91,3.63
0.86,"Very Good","H","SI1",59.7,59,3228,6.14,6.23,3.69
0.32,"Premium","I","VS2",62.6,58,449,4.37,4.42,2.75
1.5,"Very Good","D","VS2",62.4,57,17153,7.2,7.25,4.51
1.1,"Premium","D","SI1",60.4,59,5166,6.66,6.69,4.03
0.3,"Very Good","D","VS1",63.2,59,707,4.26,4.29,2.7
0.76,"Fair","H","SI1",65.5,59,2193,5.75,5.66,3.74
1.61,"Premium","J","SI2",62.2,59,7245,7.52,7.47,4.66
0.43,"Very Good","G","VS1",62.2,59,943,4.81,4.84,3
1.1,"Premium","E","SI2",60.1,62,4691,6.69,6.65,4.01
0.54,"Premium","D","VS1",61.1,58,1994,5.24,5.3,3.22
0.53,"Ideal","E","VS2",62.3,57,1956,5.23,5.19,3.25
1.65,"Premium","G","I1",62,59,6912,7.57,7.53,4.68
0.32,"Premium","G","VS2",61.7,60,561,4.32,4.4,2.69
0.3,"Very Good","J","VS1",61.1,61,427,4.33,4.38,2.66
0.31,"Ideal","E","VS1",61.6,56,942,4.38,4.35,2.69
0.31,"Ideal","F","IF",62,54,914,4.38,4.4,2.72
1.2,"Ideal","F","VS2",62.6,56,8486,6.78,6.73,4.23
0.84,"Fair","G","SI1",55.1,67,2782,6.39,6.2,3.47
1.07,"Very Good","D","SI1",60.2,55,6002,6.64,6.68,4.01
1.51,"Ideal","D","SI1",61.9,57,11834,7.35,7.42,4.57
0.31,"Ideal","G","VVS2",60.9,56,687,4.4,4.43,2.69
0.51,"Premium","H","SI1",60,61,1163,5.2,5.17,3.11
0.55,"Ideal","I","VS2",58.5,62,1327,5.4,5.39,3.16
0.3,"Good","G","VVS2",63.8,56,684,4.27,4.29,2.73
1.33,"Premium","G","VS2",58.6,61,9682,7.21,7.17,4.21
0.3,"Premium","G","VS1",61.3,58,605,4.29,4.33,2.64
0.75,"Ideal","G","VS1",62.3,57,2973,5.83,5.86,3.64
1,"Ideal","G","VS1",62.6,56,6377,6.39,6.36,3.99
0.57,"Premium","E","VS2",63,59,1778,5.29,5.25,3.32
0.9,"Good","D","SI1",63.2,55,4381,6.1,6.14,3.87
1,"Very Good","H","VS1",63.3,53,4732,6.37,6.29,4.01
0.58,"Ideal","G","VS1",62,57,1884,5.32,5.35,3.31
0.92,"Very Good","F","SI1",63.8,56,3920,6.12,6.17,3.92
0.39,"Very Good","I","VVS2",63,56,787,4.62,4.68,2.93
1.2,"Ideal","G","SI2",62.2,56,5385,6.74,6.84,4.22
0.4,"Ideal","I","VVS1",60.5,57,1080,4.79,4.76,2.89
1.57,"Premium","I","SI2",62.4,58,7976,7.41,7.37,4.61
0.31,"Ideal","G","IF",62.7,57,924,4.31,4.34,2.71
0.33,"Premium","D","VS2",60.8,60,762,4.52,4.46,2.73
0.3,"Very Good","E","VVS2",62.4,57,759,4.28,4.31,2.68
0.4,"Ideal","G","VS1",62.3,57,1050,4.73,4.68,2.93
0.31,"Ideal","F","IF",62.1,54,914,4.36,4.4,2.72
0.9,"Premium","G","VS2",60.9,58,4183,6.34,6.19,3.79
1.12,"Very Good","G","VVS2",62.6,59,8564,6.58,6.61,4.13
0.51,"Premium","E","VVS2",62,62,1882,5.09,5.04,3.14
0.45,"Premium","F","SI2",61.5,61,936,4.95,4.9,3.03
1.01,"Good","F","VS1",61.8,57,6626,6.34,6.44,3.95
0.36,"Premium","G","VS1",59.7,56,932,4.67,4.64,2.78
0.33,"Premium","I","VS1",59.5,60,668,4.54,4.5,2.69
1.22,"Ideal","H","SI1",62.2,54,6727,6.83,6.86,4.26
0.42,"Very Good","F","SI1",63.4,56,926,4.78,4.75,3.02
0.5,"Very Good","H","SI1",63.1,59,1181,5.02,4.96,3.15
0.9,"Fair","E","VS2",65.2,61,3875,6.01,5.98,3.91
0.62,"Premium","F","SI1",63,59,1777,5.43,5.39,3.41
0.31,"Premium","F","VS2",62.3,59,802,4.34,4.29,2.69
1.01,"Very Good","D","VS2",59.8,60,6563,6.42,6.46,3.85
0.3,"Good","G","VS2",58.5,64,515,4.42,4.37,2.57
0.9,"Good","E","SI1",63.8,56,3800,6.12,6.05,3.88
0.28,"Good","H","VVS1",56,64,480,4.38,4.41,2.46
0.4,"Good","H","VS2",59.4,64,730,4.75,4.82,2.84
0.52,"Ideal","E","SI1",62.4,58,1656,5.16,5.13,3.21
0.27,"Ideal","D","VVS1",61.9,57,799,4.18,4.15,2.58
1.51,"Ideal","J","SI1",62,55,8981,7.42,7.31,4.57
0.42,"Very Good","I","SI1",63.5,54,829,4.76,4.72,3.01
0.52,"Ideal","D","VS2",61.8,55,2225,5.19,5.23,3.22
1.15,"Ideal","H","VS2",62.8,54,6772,6.7,6.75,4.22
0.74,"Good","F","VVS1",58.4,60,4336,6.03,6.06,3.53
2,"Ideal","G","VS2",62.3,57,17760,8.06,7.97,4.99
0.5,"Premium","E","VS2",62.7,59,1559,5.02,5.06,3.16
0.28,"Very Good","D","VVS1",60.6,58,642,4.23,4.25,2.57
1.51,"Ideal","F","VS1",62.5,57,15378,7.33,7.3,4.57
1.04,"Premium","E","VS2",61.1,59,7175,6.56,6.54,4
0.41,"Good","G","I1",63.8,56,467,4.7,4.74,3.01
0.54,"Very Good","G","SI1",63.8,57,1392,5.16,5.19,3.3
0.31,"Premium","H","VVS2",61.4,59,802,4.38,4.35,2.68
0.56,"Ideal","F","VS1",61.7,54,2016,5.32,5.28,3.27
